frame.time_delta,ip.proto,ip.len,tcp.srcport,tcp.dstport,tcp.flags.syn,icmp.type,icmp.seq,icmp.code
"0.000162056","6","44","53745","2998","True",,,
"0.000017398","6","44","53745","9002","True",,,
"0.000098481","6","44","53745","1277","True",,,
"0.000017966","6","44","53745","2007","True",,,
"0.000440595","6","40","9111","53745","False",,,
"0.000000841","6","40","1057","53745","False",,,
"0.000000165","6","40","1148","53745","False",,,
"0.000000169","6","40","2601","53745","False",,,
"0.000000166","6","40","27356","53745","False",,,
"0.000000168","6","40","2605","53745","False",,,
"0.000000168","6","40","8652","53745","False",,,
"0.000000166","6","40","3517","53745","False",,,
"0.000103305","6","40","2998","53745","False",,,
"0.000050414","6","44","53745","8290","True",,,
"0.000014803","6","44","53745","406","True",,,
"0.000924029","6","40","9002","53745","False",,,
"0.000001123","6","40","1277","53745","False",,,
"0.000000174","6","40","2007","53745","False",,,
"0.000084074","6","44","53745","8994","True",,,
"0.000073274","6","44","53745","85","True",,,
"0.000446368","6","44","53745","1113","True",,,
"0.000025638","6","44","53745","49161","True",,,
"0.000117049","6","44","53745","10621","True",,,
"0.000015864","6","44","53745","8099","True",,,
"0.000141949","6","44","53745","179","True",,,
"0.000028170","6","44","53745","2717","True",,,
"0.000289319","6","40","8290","53745","False",,,
"0.000001154","6","40","406","53745","False",,,
"0.000000174","6","40","8994","53745","False",,,
"0.000000166","6","40","85","53745","False",,,
"0.000000161","6","40","1113","53745","False",,,
"0.000000167","6","40","49161","53745","False",,,
"0.000270250","6","44","53745","2049","True",,,
"0.000026163","6","44","53745","7201","True",,,
"0.000222325","6","44","53745","2200","True",,,
"0.000239251","6","44","53745","1972","True",,,
"0.000131548","6","44","53745","787","True",,,
"0.000018361","6","44","53745","9000","True",,,
"0.000104860","6","44","53745","1072","True",,,
"0.000063179","6","44","53745","6","True",,,
"0.000111365","6","44","53745","4445","True",,,
"0.000016702","6","44","53745","16080","True",,,
"0.000101486","6","44","53745","49152","True",,,
"0.000016554","6","44","53745","1097","True",,,
"0.000161795","6","44","53745","1044","True",,,
"0.000018984","6","44","53745","7000","True",,,
"0.000109750","6","44","53745","5269","True",,,
"0.000015980","6","44","53745","1105","True",,,
"0.000100945","6","44","53745","1201","True",,,
"0.000017225","6","44","53745","3814","True",,,
"0.000150951","6","44","53745","19350","True",,,
"0.000031895","6","44","53745","1080","True",,,
"0.000071946","6","44","53745","10012","True",,,
"0.000016331","6","44","53745","1111","True",,,
"0.000071118","6","44","53745","5730","True",,,
"0.000017176","6","44","53745","22939","True",,,
"0.000097659","6","40","10621","53745","False",,,
"0.000000575","6","40","8099","53745","False",,,
"0.000000165","6","40","179","53745","False",,,
"0.000000161","6","40","2717","53745","False",,,
"0.000000166","6","44","2049","53745","True",,,
"0.000000176","6","40","7201","53745","False",,,
"0.000000173","6","40","2200","53745","False",,,
"0.000000168","6","40","1972","53745","False",,,
"0.000062991","6","40","53745","2049","False",,,
"0.000016090","6","40","787","53745","False",,,
"0.000000220","6","40","9000","53745","False",,,
"0.000000180","6","40","1072","53745","False",,,
"0.000000181","6","40","6","53745","False",,,
"0.000000168","6","40","4445","53745","False",,,
"0.000000169","6","40","16080","53745","False",,,
"0.000000163","6","40","49152","53745","False",,,
"0.000000162","6","40","1097","53745","False",,,
"0.000030264","6","40","1044","53745","False",,,
"0.000031188","6","44","53745","44176","True",,,
"0.000112378","6","44","53745","9100","True",,,
"0.000015837","6","44","53745","32770","True",,,
"0.000097319","6","44","53745","683","True",,,
"0.000610352","6","40","7000","53745","False",,,
"0.000001265","6","40","5269","53745","False",,,
"0.000000164","6","40","1105","53745","False",,,
"0.000000164","6","40","1201","53745","False",,,
"0.000000163","6","40","3814","53745","False",,,
"0.000000164","6","40","19350","53745","False",,,
"0.000000164","6","40","1080","53745","False",,,
"0.000000163","6","40","10012","53745","False",,,
"0.000071949","6","40","1111","53745","False",,,
"0.000000214","6","40","5730","53745","False",,,
"0.002092683","6","40","22939","53745","False",,,
"0.000001083","6","40","44176","53745","False",,,
"0.000000180","6","40","9100","53745","False",,,
"0.000000180","6","40","32770","53745","False",,,
"0.001782261","6","40","683","53745","False",,,
"0.000322723","6","44","53745","13783","True",,,
"0.000025182","6","44","53745","7627","True",,,
"0.000483366","6","44","53745","5950","True",,,
"0.000022006","6","44","53745","2068","True",,,
"0.000191492","6","44","53745","987","True",,,
"0.000016281","6","44","53745","4000","True",,,
"0.000537593","6","44","53745","8082","True",,,
"0.000039621","6","44","53745","1033","True",,,
"0.000192375","6","44","53745","1061","True",,,
"0.000017170","6","44","53745","6666","True",,,
"0.000168126","6","44","53745","1864","True",,,
"0.000018770","6","44","53745","9418","True",,,
"0.000106596","6","44","53745","9999","True",,,
"0.000015115","6","44","53745","7778","True",,,
"0.000100125","6","44","53745","18040","True",,,
"0.000016161","6","44","53745","1026","True",,,
"0.000102691","6","44","53745","28201","True",,,
"0.000059418","6","44","53745","2702","True",,,
"0.000216968","6","44","53745","1088","True",,,
"0.000020729","6","44","53745","255","True",,,
"0.000134033","6","44","53745","264","True",,,
"0.000074750","6","44","53745","1947","True",,,
"0.000116652","6","44","53745","2033","True",,,
"0.000018691","6","44","53745","40911","True",,,
"0.000068667","6","44","53745","5190","True",,,
"0.000015764","6","44","53745","12000","True",,,
"0.000064915","6","44","53745","1783","True",,,
"0.000015814","6","44","53745","4125","True",,,
"0.000068576","6","44","53745","56738","True",,,
"0.000018609","6","44","53745","1687","True",,,
"0.000202400","6","44","53745","631","True",,,
"0.000024436","6","44","53745","311","True",,,
"0.000108610","6","44","53745","1073","True",,,
"0.000019065","6","44","53745","9485","True",,,
"0.000070087","6","44","53745","1031","True",,,
"0.000030883","6","44","53745","2260","True",,,
"0.000076908","6","44","53745","57294","True",,,
"0.000018888","6","44","53745","5811","True",,,
"0.000113337","6","44","53745","6156","True",,,
"0.000019614","6","44","53745","1186","True",,,
"0.000075734","6","44","53745","5862","True",,,
"0.000016546","6","44","53745","2869","True",,,
"0.000067085","6","44","53745","301","True",,,
"0.000019069","6","44","53745","6669","True",,,
"0.000077920","6","44","53745","1","True",,,
"0.000016622","6","44","53745","464","True",,,
"0.000247537","6","44","53745","7200","True",,,
"0.000083846","6","44","53745","9091","True",,,
"0.000084809","6","44","53745","1030","True",,,
"0.000020223","6","44","53745","1971","True",,,
"0.000351844","6","40","13783","53745","False",,,
"0.000001065","6","40","7627","53745","False",,,
"0.000000175","6","40","5950","53745","False",,,
"0.000000163","6","40","2068","53745","False",,,
"0.000000164","6","40","987","53745","False",,,
"0.000000164","6","40","4000","53745","False",,,
"0.000000162","6","40","8082","53745","False",,,
"0.000000169","6","40","1033","53745","False",,,
"0.000077277","6","40","1061","53745","False",,,
"0.000000208","6","40","6666","53745","False",,,
"0.000000179","6","40","1864","53745","False",,,
"0.000000178","6","40","9418","53745","False",,,
"0.000000178","6","40","9999","53745","False",,,
"0.000000164","6","40","7778","53745","False",,,
"0.000000171","6","40","18040","53745","False",,,
"0.000000164","6","40","1026","53745","False",,,
"0.000033964","6","40","28201","53745","False",,,
"0.000000213","6","40","2702","53745","False",,,
"0.000000164","6","40","1088","53745","False",,,
"0.000000163","6","40","255","53745","False",,,
"0.000000160","6","40","264","53745","False",,,
"0.000000163","6","40","1947","53745","False",,,
"0.000000174","6","40","2033","53745","False",,,
"0.000000164","6","40","40911","53745","False",,,
"0.000034358","6","40","5190","53745","False",,,
"0.000000209","6","40","12000","53745","False",,,
"0.000000163","6","40","1783","53745","False",,,
"0.000000164","6","40","4125","53745","False",,,
"0.000000166","6","40","56738","53745","False",,,
"0.000000168","6","40","1687","53745","False",,,
"0.000000168","6","40","631","53745","False",,,
"0.000000167","6","40","311","53745","False",,,
"0.000039424","6","40","1073","53745","False",,,
"0.000000211","6","40","9485","53745","False",,,
"0.000000177","6","40","1031","53745","False",,,
"0.000000177","6","40","2260","53745","False",,,
"0.000000170","6","40","57294","53745","False",,,
"0.000000177","6","40","5811","53745","False",,,
"0.000000164","6","40","6156","53745","False",,,
"0.000000167","6","40","1186","53745","False",,,
"0.000027527","6","40","5862","53745","False",,,
"0.000000217","6","40","2869","53745","False",,,
"0.002952505","6","40","301","53745","False",,,
"0.000001254","6","40","6669","53745","False",,,
"0.000000183","6","40","1","53745","False",,,
"0.000000175","6","40","464","53745","False",,,
"0.000000169","6","40","7200","53745","False",,,
"0.000000175","6","40","9091","53745","False",,,
"0.000000177","6","40","1030","53745","False",,,
"0.000000176","6","40","1971","53745","False",,,
"0.000351641","6","44","53745","32780","True",,,
"0.000024839","6","44","53745","9071","True",,,
"0.000193022","6","44","53745","3006","True",,,
"0.000068399","6","44","53745","801","True",,,
"0.000185158","6","44","53745","8181","True",,,
"0.000017835","6","44","53745","6101","True",,,
"0.000214077","6","44","53745","1064","True",,,
"0.000023391","6","44","53745","144","True",,,
"0.000111336","6","44","53745","10004","True",,,
"0.000211929","6","44","53745","1914","True",,,
"0.000227531","6","44","53745","2381","True",,,
"0.000113462","6","44","53745","12174","True",,,
"0.000120319","6","44","53745","1718","True",,,
"0.000016541","6","44","53745","5432","True",,,
"0.000169252","6","44","53745","1199","True",,,
"0.000020521","6","44","53745","5962","True",,,
"0.000113370","6","44","53745","13456","True",,,
"0.000088012","6","44","53745","34573","True",,,
"0.000345356","6","44","53745","6567","True",,,
"0.000024885","6","44","53745","3737","True",,,
"0.000435113","6","40","32780","53745","False",,,
"0.000001071","6","40","9071","53745","False",,,
"0.000000159","6","40","3006","53745","False",,,
"0.000000177","6","40","801","53745","False",,,
"0.000000165","6","40","8181","53745","False",,,
"0.000000174","6","40","6101","53745","False",,,
"0.000000172","6","40","1064","53745","False",,,
"0.000000174","6","40","144","53745","False",,,
"0.000084020","6","40","10004","53745","False",,,
"0.000000215","6","40","1914","53745","False",,,
"0.000000179","6","40","2381","53745","False",,,
"0.000000175","6","40","12174","53745","False",,,
"0.000157292","6","44","53745","700","True",,,
"0.000026560","6","44","53745","2107","True",,,
"0.000147767","6","44","53745","541","True",,,
"0.000017384","6","44","53745","6123","True",,,
"0.000097903","6","44","53745","6580","True",,,
"0.000017876","6","44","53745","50500","True",,,
"0.000283774","6","44","53745","89","True",,,
"0.000348816","6","40","1718","53745","False",,,
"0.000000907","6","44","5432","53745","True",,,
"0.000000173","6","40","1199","53745","False",,,
"0.000000171","6","40","5962","53745","False",,,
"0.000000173","6","40","13456","53745","False",,,
"0.000000179","6","40","34573","53745","False",,,
"0.000000173","6","40","6567","53745","False",,,
"0.000000172","6","40","3737","53745","False",,,
"0.000064905","6","40","53745","5432","False",,,
"0.000193119","6","40","700","53745","False",,,
"0.000000447","6","40","2107","53745","False",,,
"0.000000164","6","40","541","53745","False",,,
"0.000000164","6","40","6123","53745","False",,,
"0.000000170","6","40","6580","53745","False",,,
"0.000150435","6","44","53745","12345","True",,,
"0.000017283","6","44","53745","16993","True",,,
"0.000172181","6","44","53745","2045","True",,,
"0.000018049","6","44","53745","4550","True",,,
"0.000103503","6","44","53745","24","True",,,
"0.000016845","6","44","53745","1032","True",,,
"0.000093572","6","44","53745","1580","True",,,
"0.000015519","6","44","53745","8083","True",,,
"0.000369389","6","44","53745","3800","True",,,
"0.000115317","6","44","53745","1077","True",,,
"0.000323127","6","44","53745","1236","True",,,
"0.000019229","6","44","53745","5987","True",,,
"0.000215949","6","44","53745","5959","True",,,
"0.000173250","6","44","53745","8649","True",,,
"0.000138988","6","40","50500","53745","False",,,
"0.000000592","6","40","89","53745","False",,,
"0.000000163","6","40","12345","53745","False",,,
"0.000072342","6","44","53745","524","True",,,
"0.000041229","6","44","53745","8701","True",,,
"0.000079895","6","44","53745","10024","True",,,
"0.000020068","6","44","53745","2021","True",,,
"0.000108802","6","40","16993","53745","False",,,
"0.000000512","6","40","2045","53745","False",,,
"0.000000178","6","40","4550","53745","False",,,
"0.000000177","6","40","24","53745","False",,,
"0.000000178","6","40","1032","53745","False",,,
"0.000000162","6","40","1580","53745","False",,,
"0.000000173","6","40","8083","53745","False",,,
"0.000000169","6","40","3800","53745","False",,,
"0.000039638","6","40","1077","53745","False",,,
"0.000000206","6","40","1236","53745","False",,,
"0.000000163","6","40","5987","53745","False",,,
"0.000038420","6","44","53745","444","True",,,
"0.000014532","6","44","53745","1046","True",,,
"0.000104065","6","44","53745","1047","True",,,
"0.000015523","6","44","53745","8031","True",,,
"0.000108510","6","44","53745","16016","True",,,
"0.002306070","6","40","5959","53745","False",,,
"0.000001283","6","40","8649","53745","False",,,
"0.000000212","6","40","524","53745","False",,,
"0.000000201","6","40","8701","53745","False",,,
"0.000000208","6","40","10024","53745","False",,,
"0.000000201","6","40","2021","53745","False",,,
"0.000000220","6","40","444","53745","False",,,
"0.000000201","6","40","1046","53745","False",,,
"0.000119564","6","40","1047","53745","False",,,
"0.000000281","6","40","8031","53745","False",,,
"0.004734253","6","40","16016","53745","False",,,
"0.000239413","6","44","53745","1055","True",,,
"0.000020408","6","44","53745","5802","True",,,
"0.000283453","6","44","53745","9666","True",,,
"0.000022059","6","44","53745","79","True",,,
"0.000207609","6","44","53745","6969","True",,,
"0.000015352","6","44","53745","1524","True",,,
"0.000101124","6","44","53745","8010","True",,,
"0.000016473","6","44","53745","7007","True",,,
"0.000412231","6","44","53745","2725","True",,,
"0.000031154","6","44","53745","1029","True",,,
"0.000727601","6","44","53745","3000","True",,,
"0.000047606","6","44","53745","8011","True",,,
"0.001173451","6","44","53745","666","True",,,
"0.000035421","6","44","53745","1287","True",,,
"0.000311936","6","44","53745","3071","True",,,
"0.000453703","6","40","1055","53745","False",,,
"0.000000585","6","40","5802","53745","False",,,
"0.000000168","6","40","9666","53745","False",,,
"0.000000168","6","40","79","53745","False",,,
"0.000000166","6","40","6969","53745","False",,,
"0.000000166","6","44","1524","53745","True",,,
"0.000000164","6","40","8010","53745","False",,,
"0.000000160","6","40","7007","53745","False",,,
"0.001340629","6","40","53745","1524","False",,,
"0.001100082","6","40","2725","53745","False",,,
"0.000001200","6","40","1029","53745","False",,,
"0.000000169","6","40","3000","53745","False",,,
"0.000000171","6","40","8011","53745","False",,,
"0.000000168","6","40","666","53745","False",,,
"0.000000164","6","40","1287","53745","False",,,
"0.000221889","6","44","53745","5060","True",,,
"0.000024055","6","44","53745","7625","True",,,
"0.000522193","6","44","53745","5225","True",,,
"0.000057309","6","44","53745","1081","True",,,
"0.001023447","6","44","53745","2005","True",,,
"0.000042084","6","44","53745","5222","True",,,
"0.001262851","6","44","53745","7921","True",,,
"0.000037635","6","44","53745","1801","True",,,
"0.000838034","6","44","53745","1805","True",,,
"0.000019259","6","44","53745","52673","True",,,
"0.000206642","6","44","53745","8042","True",,,
"0.000020046","6","44","53745","5910","True",,,
"0.000464811","6","40","3071","53745","False",,,
"0.000000777","6","40","5060","53745","False",,,
"0.000000172","6","40","7625","53745","False",,,
"0.000000174","6","40","5225","53745","False",,,
"0.000000170","6","40","1081","53745","False",,,
"0.000000176","6","40","2005","53745","False",,,
"0.000000172","6","40","5222","53745","False",,,
"0.000000180","6","40","7921","53745","False",,,
"0.000058982","6","40","1801","53745","False",,,
"0.000000205","6","40","1805","53745","False",,,
"0.000000186","6","40","52673","53745","False",,,
"0.000000181","6","40","8042","53745","False",,,
"0.000000186","6","40","5910","53745","False",,,
"0.000066697","6","44","53745","1049","True",,,
"0.000015874","6","44","53745","1719","True",,,
"0.000586766","6","44","53745","366","True",,,
"0.000080922","6","44","53745","2111","True",,,
"0.000600001","6","44","53745","2383","True",,,
"0.000024562","6","44","53745","5989","True",,,
"0.000176124","6","44","53745","7070","True",,,
"0.000023279","6","44","53745","800","True",,,
"0.000195213","6","44","53745","720","True",,,
"0.000015435","6","44","53745","2718","True",,,
"0.000215450","6","44","53745","49153","True",,,
"0.000035956","6","44","53745","1185","True",,,
"0.000187050","6","44","53745","32785","True",,,
"0.000017938","6","44","53745","9898","True",,,
"0.000629267","6","40","1049","53745","False",,,
"0.000000889","6","40","1719","53745","False",,,
"0.000000162","6","40","366","53745","False",,,
"0.000000162","6","40","2111","53745","False",,,
"0.000000170","6","40","2383","53745","False",,,
"0.000000177","6","40","5989","53745","False",,,
"0.000000163","6","40","7070","53745","False",,,
"0.000000166","6","40","800","53745","False",,,
"0.000066630","6","40","720","53745","False",,,
"0.000000227","6","40","2718","53745","False",,,
"0.000000181","6","40","49153","53745","False",,,
"0.000000178","6","40","1185","53745","False",,,
"0.000000176","6","40","32785","53745","False",,,
"0.000093769","6","44","53745","8800","True",,,
"0.000018743","6","44","53745","3367","True",,,
"0.002653870","6","44","53745","9944","True",,,
"0.000111510","6","44","53745","3659","True",,,
"0.000251915","6","44","53745","5004","True",,,
"0.000056928","6","44","53745","8086","True",,,
"0.000359168","6","44","53745","1024","True",,,
"0.000021170","6","44","53745","3005","True",,,
"0.000290879","6","44","53745","3221","True",,,
"0.003924866","6","40","9898","53745","False",,,
"0.000000996","6","40","8800","53745","False",,,
"0.000000169","6","40","3367","53745","False",,,
"0.000000176","6","40","9944","53745","False",,,
"0.000000175","6","40","3659","53745","False",,,
"0.000000175","6","40","5004","53745","False",,,
"0.000000174","6","40","8086","53745","False",,,
"0.000000175","6","40","1024","53745","False",,,
"0.000081084","6","40","3005","53745","False",,,
"0.000000229","6","40","3221","53745","False",,,
"0.000255858","6","44","53745","11111","True",,,
"0.000101250","6","44","53745","19780","True",,,
"0.000185275","6","44","53745","2191","True",,,
"0.000015550","6","44","53745","65389","True",,,
"0.000105801","6","44","53745","5440","True",,,
"0.000016971","6","44","53745","1198","True",,,
"0.000355173","6","44","53745","1000","True",,,
"0.000098352","6","44","53745","646","True",,,
"0.000470388","6","44","53745","27352","True",,,
"0.000025623","6","44","53745","8651","True",,,
"0.000235472","6","44","53745","1213","True",,,
"0.000019026","6","44","53745","9415","True",,,
"0.000320686","6","44","53745","2196","True",,,
"0.000437621","6","40","11111","53745","False",,,
"0.000000943","6","40","19780","53745","False",,,
"0.000000176","6","40","2191","53745","False",,,
"0.000000163","6","40","65389","53745","False",,,
"0.000000168","6","40","5440","53745","False",,,
"0.000000164","6","40","1198","53745","False",,,
"0.000000178","6","40","1000","53745","False",,,
"0.000000172","6","40","646","53745","False",,,
"0.000064553","6","40","27352","53745","False",,,
"0.000000213","6","40","8651","53745","False",,,
"0.000000179","6","40","1213","53745","False",,,
"0.000034264","6","44","53745","20031","True",,,
"0.000503027","6","44","53745","49176","True",,,
"0.000027734","6","44","53745","4900","True",,,
"0.000162934","6","44","53745","1058","True",,,
"0.000019508","6","44","53745","3322","True",,,
"0.000184927","6","44","53745","54328","True",,,
"0.000017448","6","44","53745","25734","True",,,
"0.000553637","6","44","53745","88","True",,,
"0.000055157","6","44","53745","65129","True",,,
"0.000915304","6","44","53745","7004","True",,,
"0.000041803","6","44","53745","5560","True",,,
"0.000367421","6","44","53745","1051","True",,,
"0.000038966","6","44","53745","4045","True",,,
"0.000373908","6","40","9415","53745","False",,,
"0.000001546","6","40","2196","53745","False",,,
"0.000000166","6","40","20031","53745","False",,,
"0.000000168","6","40","49176","53745","False",,,
"0.000000170","6","40","4900","53745","False",,,
"0.000000168","6","40","1058","53745","False",,,
"0.000000167","6","40","3322","53745","False",,,
"0.000000184","6","40","54328","53745","False",,,
"0.000085512","6","40","25734","53745","False",,,
"0.000000209","6","40","88","53745","False",,,
"0.000000181","6","40","65129","53745","False",,,
"0.000000179","6","40","7004","53745","False",,,
"0.000117814","6","44","53745","33","True",,,
"0.000022307","6","44","53745","1091","True",,,
"0.000612510","6","44","53745","2043","True",,,
"0.000047345","6","44","53745","5963","True",,,
"0.000160053","6","44","53745","481","True",,,
"0.000018013","6","44","53745","3325","True",,,
"0.000104880","6","44","53745","1021","True",,,
"0.000014538","6","44","53745","10628","True",,,
"0.000154676","6","44","53745","3013","True",,,
"0.000023208","6","44","53745","16018","True",,,
"0.000109958","6","44","53745","8021","True",,,
"0.000017088","6","44","53745","4001","True",,,
"0.000093400","6","44","53745","1039","True",,,
"0.000017358","6","44","53745","1434","True",,,
"0.000099356","6","44","53745","1112","True",,,
"0.000015890","6","44","53745","7999","True",,,
"0.000317242","6","40","5560","53745","False",,,
"0.000001028","6","40","1051","53745","False",,,
"0.000000163","6","40","4045","53745","False",,,
"0.000000172","6","40","33","53745","False",,,
"0.000000168","6","40","1091","53745","False",,,
"0.000000167","6","40","2043","53745","False",,,
"0.000000168","6","40","5963","53745","False",,,
"0.000000168","6","40","481","53745","False",,,
"0.000080478","6","40","3325","53745","False",,,
"0.000000228","6","40","1021","53745","False",,,
"0.000000172","6","40","10628","53745","False",,,
"0.000000210","6","40","3013","53745","False",,,
"0.000000194","6","40","16018","53745","False",,,
"0.000114705","6","44","53745","2967","True",,,
"0.000021168","6","44","53745","5080","True",,,
"0.000328903","6","44","53745","8400","True",,,
"0.000023741","6","44","53745","8200","True",,,
"0.000533884","6","40","8021","53745","False",,,
"0.000000475","6","40","4001","53745","False",,,
"0.000000177","6","40","1039","53745","False",,,
"0.000000180","6","40","1434","53745","False",,,
"0.000000179","6","40","1112","53745","False",,,
"0.000000178","6","40","7999","53745","False",,,
"0.000000167","6","40","2967","53745","False",,,
"0.000000172","6","40","5080","53745","False",,,
"0.000333711","6","44","53745","5357","True",,,
"0.000029651","6","44","53745","1271","True",,,
"0.000756913","6","44","53745","2020","True",,,
"0.000099664","6","44","53745","1050","True",,,
"0.000457146","6","40","8400","53745","False",,,
"0.000001623","6","40","8200","53745","False",,,
"0.000000189","6","40","5357","53745","False",,,
"0.000000195","6","40","1271","53745","False",,,
"0.000000268","6","40","2020","53745","False",,,
"0.001380227","6","40","1050","53745","False",,,
"0.000396929","6","44","53745","3869","True",,,
"0.000033874","6","44","53745","514","True",,,
"0.001957365","6","44","53745","26214","True",,,
"0.000035244","6","44","53745","15002","True",,,
"0.000470023","6","44","53745","30","True",,,
"0.000051057","6","44","53745","1001","True",,,
"0.001119754","6","44","53745","7435","True",,,
"0.000262951","6","44","53745","6565","True",,,
"0.000155595","6","44","53745","2002","True",,,
"0.000146766","6","44","53745","3369","True",,,
"0.000300881","6","44","53745","1085","True",,,
"0.000026451","6","44","53745","1164","True",,,
"0.000259163","6","40","3869","53745","False",,,
"0.000000596","6","44","514","53745","True",,,
"0.000000167","6","40","26214","53745","False",,,
"0.000000168","6","40","15002","53745","False",,,
"0.000000171","6","40","30","53745","False",,,
"0.000000173","6","40","1001","53745","False",,,
"0.000059797","6","40","53745","514","False",,,
"0.000092247","6","44","53745","8291","True",,,
"0.001195157","6","40","7435","53745","False",,,
"0.000001129","6","40","6565","53745","False",,,
"0.000000172","6","40","2002","53745","False",,,
"0.000000171","6","40","3369","53745","False",,,
"0.000000167","6","40","1085","53745","False",,,
"0.000277300","6","44","53745","40193","True",,,
"0.000021181","6","44","53745","1272","True",,,
"0.000660523","6","44","53745","5988","True",,,
"0.000028647","6","44","53745","20222","True",,,
"0.000731424","6","44","53745","2119","True",,,
"0.000029723","6","44","53745","5800","True",,,
"0.000140172","6","44","53745","1721","True",,,
"0.000016379","6","44","53745","7777","True",,,
"0.000225478","6","44","53745","1107","True",,,
"0.000038664","6","44","53745","843","True",,,
"0.000220531","6","40","1164","53745","False",,,
"0.000000697","6","40","8291","53745","False",,,
"0.000000165","6","40","40193","53745","False",,,
"0.000000170","6","40","1272","53745","False",,,
"0.000000172","6","40","5988","53745","False",,,
"0.000000179","6","40","20222","53745","False",,,
"0.000000170","6","40","2119","53745","False",,,
"0.000000168","6","40","5800","53745","False",,,
"0.000084420","6","44","53745","1086","True",,,
"0.000016577","6","44","53745","8254","True",,,
"0.000153760","6","44","53745","1433","True",,,
"0.000017680","6","44","53745","4126","True",,,
"0.000100391","6","44","53745","8402","True",,,
"0.000015136","6","44","53745","4662","True",,,
"0.000097587","6","44","53745","4242","True",,,
"0.000014357","6","44","53745","32775","True",,,
"0.000192098","6","44","53745","10000","True",,,
"0.000052341","6","44","53745","8873","True",,,
"0.000125846","6","44","53745","61900","True",,,
"0.000022503","6","44","53745","425","True",,,
"0.000098087","6","40","1721","53745","False",,,
"0.000000628","6","40","7777","53745","False",,,
"0.000000177","6","40","1107","53745","False",,,
"0.000000177","6","40","843","53745","False",,,
"0.000000174","6","40","1086","53745","False",,,
"0.000000172","6","40","8254","53745","False",,,
"0.000000172","6","40","1433","53745","False",,,
"0.000000175","6","40","4126","53745","False",,,
"0.000042447","6","40","8402","53745","False",,,
"0.000026974","6","44","53745","1131","True",,,
"0.000012942","6","44","53745","7920","True",,,
"0.000136642","6","44","53745","5033","True",,,
"0.000071126","6","44","53745","1296","True",,,
"0.000108576","6","44","53745","1583","True",,,
"0.000015243","6","44","53745","2042","True",,,
"0.000104405","6","44","53745","5925","True",,,
"0.000253086","6","44","53745","10009","True",,,
"0.000153261","6","44","53745","8088","True",,,
"0.000020240","6","44","53745","1154","True",,,
"0.000132748","6","44","53745","5904","True",,,
"0.002113521","6","40","4662","53745","False",,,
"0.000000746","6","40","4242","53745","False",,,
"0.000000169","6","40","32775","53745","False",,,
"0.000000169","6","40","10000","53745","False",,,
"0.000000167","6","40","8873","53745","False",,,
"0.000000167","6","40","61900","53745","False",,,
"0.000000167","6","40","425","53745","False",,,
"0.000000170","6","40","1131","53745","False",,,
"0.000087692","6","40","7920","53745","False",,,
"0.000000200","6","40","5033","53745","False",,,
"0.000000180","6","40","1296","53745","False",,,
"0.000000180","6","40","1583","53745","False",,,
"0.000000179","6","40","2042","53745","False",,,
"0.000000166","6","40","5925","53745","False",,,
"0.000000167","6","40","10009","53745","False",,,
"0.000000175","6","40","8088","53745","False",,,
"0.000040288","6","40","1154","53745","False",,,
"0.000189769","6","44","53745","8002","True",,,
"0.000340705","6","44","53745","8009","True",,,
"0.000030938","6","44","53745","1066","True",,,
"0.000134370","6","44","53745","16113","True",,,
"0.003198384","6","44","53745","19283","True",,,
"0.000055629","6","44","53745","15660","True",,,
"0.000163429","6","44","53745","2288","True",,,
"0.000018152","6","44","53745","1054","True",,,
"0.000109767","6","44","53745","3851","True",,,
"0.000017166","6","44","53745","2135","True",,,
"0.000136889","6","44","53745","2034","True",,,
"0.000017278","6","44","53745","5678","True",,,
"0.000166618","6","40","5904","53745","False",,,
"0.000001013","6","40","8002","53745","False",,,
"0.000000183","6","44","8009","53745","True",,,
"0.000000167","6","40","1066","53745","False",,,
"0.000056165","6","40","53745","8009","False",,,
"0.000039766","6","40","16113","53745","False",,,
"0.000000259","6","40","19283","53745","False",,,
"0.000000180","6","40","15660","53745","False",,,
"0.000000178","6","40","2288","53745","False",,,
"0.000000180","6","40","1054","53745","False",,,
"0.000000170","6","40","3851","53745","False",,,
"0.000052686","6","44","53745","1079","True",,,
"0.000164882","6","44","53745","765","True",,,
"0.000019574","6","44","53745","2006","True",,,
"0.000100045","6","44","53745","55055","True",,,
"0.000019525","6","44","53745","898","True",,,
"0.000103193","6","44","53745","19315","True",,,
"0.000018864","6","44","53745","10003","True",,,
"0.000099458","6","44","53745","6699","True",,,
"0.000020109","6","44","53745","2038","True",,,
"0.000182413","6","44","53745","4343","True",,,
"0.000016741","6","44","53745","62078","True",,,
"0.000347291","6","40","2135","53745","False",,,
"0.000000746","6","40","2034","53745","False",,,
"0.000000176","6","40","5678","53745","False",,,
"0.000000176","6","40","1079","53745","False",,,
"0.000000172","6","40","765","53745","False",,,
"0.000000178","6","40","2006","53745","False",,,
"0.000000173","6","40","55055","53745","False",,,
"0.000000167","6","40","898","53745","False",,,
"0.000088216","6","40","19315","53745","False",,,
"0.000000347","6","40","10003","53745","False",,,
"0.000000176","6","40","6699","53745","False",,,
"0.000053090","6","44","53745","125","True",,,
"0.000017243","6","44","53745","3011","True",,,
"0.000598973","6","44","53745","8022","True",,,
"0.000036729","6","44","53745","1114","True",,,
