frame.time_delta,ip.proto,ip.len,tcp.srcport,tcp.dstport,tcp.flags.syn,icmp.type,icmp.seq,icmp.code
"0.000140385","6","44","53745","30000","True",,,
"0.000016245","6","44","53745","6667","True",,,
"0.002952275","6","44","53745","10243","True",,,
"0.000032328","6","44","53745","3493","True",,,
"0.000189206","6","44","53745","5907","True",,,
"0.000019111","6","44","53745","6005","True",,,
"0.000334649","6","40","2038","53745","False",,,
"0.000001103","6","40","4343","53745","False",,,
"0.000000169","6","40","62078","53745","False",,,
"0.000000173","6","40","125","53745","False",,,
"0.000000167","6","40","3011","53745","False",,,
"0.000000176","6","40","8022","53745","False",,,
"0.000000159","6","40","1114","53745","False",,,
"0.000000170","6","40","30000","53745","False",,,
"0.000133352","6","44","6667","53745","True",,,
"0.000041239","6","40","53745","6667","False",,,
"0.000118916","6","44","53745","6881","True",,,
"0.000521242","6","40","10243","53745","False",,,
"0.000000560","6","40","3493","53745","False",,,
"0.000109991","6","44","53745","11967","True",,,
"0.000017791","6","44","53745","1166","True",,,
"0.000304105","6","44","53745","1087","True",,,
"0.000015649","6","44","53745","1233","True",,,
"0.000213522","6","44","53745","1076","True",,,
"0.000020384","6","44","53745","8001","True",,,
"0.001290572","6","44","53745","1641","True",,,
"0.000054508","6","44","53745","4279","True",,,
"0.001287143","6","40","5907","53745","False",,,
"0.000002544","6","40","6005","53745","False",,,
"0.000000168","6","40","6881","53745","False",,,
"0.000000167","6","40","11967","53745","False",,,
"0.000000173","6","40","1166","53745","False",,,
"0.000000167","6","40","1087","53745","False",,,
"0.000000170","6","40","1233","53745","False",,,
"0.000000168","6","40","1076","53745","False",,,
"0.000174354","6","40","8001","53745","False",,,
"0.000000208","6","40","1641","53745","False",,,
"0.000125553","6","44","53745","100","True",,,
"0.000276009","6","44","53745","1007","True",,,
"0.000754339","6","40","4279","53745","False",,,
"0.000184815","6","44","53745","2394","True",,,
"0.000022489","6","44","53745","5544","True",,,
"0.000126245","6","44","53745","593","True",,,
"0.000017199","6","44","53745","548","True",,,
"0.000099611","6","44","53745","2161","True",,,
"0.000016644","6","44","53745","5102","True",,,
"0.000136973","6","44","53745","49999","True",,,
"0.000024441","6","44","53745","259","True",,,
"0.000103742","6","44","53745","873","True",,,
"0.000019220","6","44","53745","42","True",,,
"0.001713329","6","40","100","53745","False",,,
"0.000000990","6","40","1007","53745","False",,,
"0.000000168","6","40","2394","53745","False",,,
"0.000000167","6","40","5544","53745","False",,,
"0.000000165","6","40","593","53745","False",,,
"0.000000163","6","40","548","53745","False",,,
"0.000000179","6","40","2161","53745","False",,,
"0.000000168","6","40","5102","53745","False",,,
"0.000203128","6","40","49999","53745","False",,,
"0.000000433","6","40","259","53745","False",,,
"0.001389684","6","40","873","53745","False",,,
"0.000001060","6","40","42","53745","False",,,
"0.000518242","6","44","53745","32769","True",,,
"0.000089727","6","44","53745","9502","True",,,
"0.000192235","6","44","53745","4005","True",,,
"0.000021442","6","44","53745","6001","True",,,
"0.000246437","6","44","53745","24800","True",,,
"0.000030186","6","44","53745","19842","True",,,
"0.000184227","6","44","53745","1500","True",,,
"0.000022816","6","44","53745","6779","True",,,
"0.000182677","6","44","53745","1067","True",,,
"0.000016735","6","44","53745","6689","True",,,
"0.000374471","6","44","53745","8081","True",,,
"0.000022664","6","44","53745","1900","True",,,
"0.000250598","6","44","53745","7800","True",,,
"0.000024036","6","44","53745","5679","True",,,
"0.000080435","6","44","53745","3998","True",,,
"0.000019963","6","44","53745","5000","True",,,
"0.000077927","6","44","53745","912","True",,,
"0.000018586","6","44","53745","1094","True",,,
"0.000073596","6","44","53745","2401","True",,,
"0.000017274","6","44","53745","5431","True",,,
"0.000101836","6","44","53745","8000","True",,,
"0.000018285","6","44","53745","24444","True",,,
"0.000071627","6","44","53745","1102","True",,,
"0.000018943","6","44","53745","1533","True",,,
"0.000388998","6","44","53745","9009","True",,,
"0.000097541","6","44","53745","1042","True",,,
"0.001379665","6","40","32769","53745","False",,,
"0.000002227","6","40","9502","53745","False",,,
"0.000000176","6","40","4005","53745","False",,,
"0.000000176","6","40","6001","53745","False",,,
"0.000000177","6","40","24800","53745","False",,,
"0.000000175","6","40","19842","53745","False",,,
"0.000000168","6","40","1500","53745","False",,,
"0.000000177","6","40","6779","53745","False",,,
"0.000090047","6","40","1067","53745","False",,,
"0.000000200","6","40","6689","53745","False",,,
"0.000000190","6","40","8081","53745","False",,,
"0.000000182","6","40","1900","53745","False",,,
"0.000000189","6","40","7800","53745","False",,,
"0.000000167","6","40","5679","53745","False",,,
"0.000000173","6","40","3998","53745","False",,,
"0.000000177","6","40","5000","53745","False",,,
"0.000039157","6","40","912","53745","False",,,
"0.000000198","6","40","1094","53745","False",,,
"0.000000174","6","40","2401","53745","False",,,
"0.000000179","6","40","5431","53745","False",,,
"0.000000167","6","40","8000","53745","False",,,
"0.000083472","6","44","53745","9103","True",,,
"0.000075524","6","44","53745","3260","True",,,
"0.000277433","6","44","53745","2047","True",,,
"0.000028537","6","44","53745","1043","True",,,
"0.000120216","6","44","53745","648","True",,,
"0.000018206","6","44","53745","3003","True",,,
"0.000113729","6","44","53745","903","True",,,
"0.000016449","6","44","53745","999","True",,,
"0.000140936","6","44","53745","9290","True",,,
"0.000031930","6","44","53745","3880","True",,,
"0.000157432","6","44","53745","5906","True",,,
"0.005728231","6","44","53745","19101","True",,,
"0.004521413","6","40","24444","53745","False",,,
"0.000040635","6","40","1102","53745","False",,,
"0.000000164","6","40","1533","53745","False",,,
"0.000000168","6","40","9009","53745","False",,,
"0.000000177","6","40","1042","53745","False",,,
"0.000000171","6","40","9103","53745","False",,,
"0.000000168","6","40","3260","53745","False",,,
"0.000000171","6","40","2047","53745","False",,,
"0.000079937","6","40","1043","53745","False",,,
"0.000000200","6","40","648","53745","False",,,
"0.000000181","6","40","3003","53745","False",,,
"0.000000181","6","40","903","53745","False",,,
"0.000000181","6","40","999","53745","False",,,
"0.000000169","6","40","9290","53745","False",,,
"0.000000168","6","40","3880","53745","False",,,
"0.000134718","6","44","53745","4449","True",,,
"0.000019404","6","44","53745","1090","True",,,
"0.000200036","6","44","53745","3945","True",,,
"0.000019641","6","44","53745","3826","True",,,
"0.000134272","6","44","53745","6112","True",,,
"0.000015452","6","44","53745","3001","True",,,
"0.000103340","6","44","53745","1010","True",,,
"0.000016918","6","44","53745","1068","True",,,
"0.000095464","6","44","53745","4006","True",,,
"0.000017079","6","44","53745","9200","True",,,
"0.000240209","6","44","53745","2701","True",,,
"0.000031238","6","44","53745","1658","True",,,
"0.001177578","6","40","5906","53745","False",,,
"0.000001744","6","40","19101","53745","False",,,
"0.000000169","6","40","4449","53745","False",,,
"0.000000169","6","40","1090","53745","False",,,
"0.000000169","6","40","3945","53745","False",,,
"0.000000169","6","40","3826","53745","False",,,
"0.000000169","6","40","6112","53745","False",,,
"0.000000169","6","40","3001","53745","False",,,
"0.000095823","6","40","1010","53745","False",,,
"0.000000192","6","40","1068","53745","False",,,
"0.000000189","6","40","4006","53745","False",,,
"0.000000181","6","40","9200","53745","False",,,
"0.002785728","6","40","2701","53745","False",,,
"0.000001224","6","40","1658","53745","False",,,
"0.000267121","6","44","53745","8045","True",,,
"0.000177265","6","44","53745","7741","True",,,
"0.000181948","6","44","53745","513","True",,,
"0.000018244","6","44","53745","1600","True",,,
"0.000390890","6","44","53745","20","True",,,
"0.000036217","6","44","53745","15004","True",,,
"0.000202209","6","44","53745","60020","True",,,
"0.000105478","6","44","53745","9050","True",,,
"0.000227328","6","44","53745","1059","True",,,
"0.000018724","6","44","53745","1022","True",,,
"0.000107152","6","44","53745","1069","True",,,
"0.000016039","6","44","53745","6668","True",,,
"0.000110367","6","44","53745","5633","True",,,
"0.000073247","6","44","53745","2030","True",,,
"0.000162943","6","44","53745","106","True",,,
"0.000020305","6","44","53745","1132","True",,,
"0.000108704","6","44","53745","16992","True",,,
"0.000015810","6","44","53745","82","True",,,
"0.000292280","6","44","53745","5961","True",,,
"0.000114219","6","44","53745","5100","True",,,
"0.000428617","6","44","53745","50003","True",,,
"0.000038523","6","44","53745","7676","True",,,
"0.000264975","6","40","8045","53745","False",,,
"0.000000715","6","40","7741","53745","False",,,
"0.000000221","6","44","513","53745","True",,,
"0.000000210","6","40","1600","53745","False",,,
"0.000000208","6","40","20","53745","False",,,
"0.000000209","6","40","15004","53745","False",,,
"0.000000210","6","40","60020","53745","False",,,
"0.000000210","6","40","9050","53745","False",,,
"0.000089720","6","40","53745","513","False",,,
"0.000029153","6","40","1059","53745","False",,,
"0.000000283","6","40","1022","53745","False",,,
"0.000000237","6","40","1069","53745","False",,,
"0.000000242","6","40","6668","53745","False",,,
"0.000080102","6","44","53745","687","True",,,
"0.000195932","6","44","53745","9040","True",,,
"0.000203692","6","44","53745","13","True",,,
"0.000751930","6","44","53745","6129","True",,,
"0.000042127","6","44","53745","4443","True",,,
"0.000289781","6","44","53745","20221","True",,,
"0.000020582","6","44","53745","9900","True",,,
"0.000160569","6","44","53745","1130","True",,,
"0.000020033","6","44","53745","3878","True",,,
"0.000221221","6","44","53745","1083","True",,,
"0.000017782","6","44","53745","2602","True",,,
"0.000219595","6","44","53745","1417","True",,,
"0.000019287","6","44","53745","1301","True",,,
"0.000228059","6","44","53745","9998","True",,,
"0.000022649","6","44","53745","5500","True",,,
"0.000161660","6","44","53745","50800","True",,,
"0.000015884","6","44","53745","51493","True",,,
"0.000105352","6","44","53745","1863","True",,,
"0.000117155","6","44","53745","1521","True",,,
"0.000110333","6","44","53745","5810","True",,,
"0.000017109","6","44","53745","14441","True",,,
"0.000095671","6","44","53745","3905","True",,,
"0.000016804","6","44","53745","6792","True",,,
"0.000103509","6","44","53745","1106","True",,,
"0.000016661","6","44","53745","10629","True",,,
"0.000152625","6","44","53745","5911","True",,,
"0.000063680","6","44","53745","9090","True",,,
"0.000226710","6","44","53745","8292","True",,,
"0.003374481","6","44","53745","888","True",,,
"0.000342908","6","44","53745","56737","True",,,
"0.000493691","6","40","5633","53745","False",,,
"0.000001229","6","40","2030","53745","False",,,
"0.000000159","6","40","106","53745","False",,,
"0.000000170","6","40","1132","53745","False",,,
"0.000000166","6","40","16992","53745","False",,,
"0.000000169","6","40","82","53745","False",,,
"0.000000164","6","40","5961","53745","False",,,
"0.000000169","6","40","5100","53745","False",,,
"0.000080484","6","40","50003","53745","False",,,
"0.000107366","6","44","53745","3351","True",,,
"0.000251175","6","44","53745","63331","True",,,
"0.000019379","6","44","53745","9","True",,,
"0.000099914","6","44","53745","32782","True",,,
"0.000014538","6","44","53745","4004","True",,,
"0.000104238","6","44","53745","5666","True",,,
"0.000014517","6","44","53745","617","True",,,
"0.000090556","6","44","53745","500","True",,,
"0.000014350","6","44","53745","9876","True",,,
"0.000124727","6","44","53745","1300","True",,,
"0.000020640","6","44","53745","3370","True",,,
"0.000087969","6","44","53745","5555","True",,,
"0.000016140","6","44","53745","1040","True",,,
"0.000100637","6","44","53745","3333","True",,,
"0.000013842","6","44","53745","5002","True",,,
"0.000092404","6","44","53745","99","True",,,
"0.000015689","6","44","53745","3323","True",,,
"0.000088315","6","44","53745","6510","True",,,
"0.000014046","6","44","53745","7106","True",,,
"0.000317151","6","44","53745","1060","True",,,
"0.000018148","6","44","53745","1782","True",,,
"0.000102753","6","44","53745","992","True",,,
"0.000014364","6","44","53745","3390","True",,,
"0.000131544","6","44","53745","10215","True",,,
"0.000048766","6","44","53745","12265","True",,,
"0.000167447","6","44","53745","49167","True",,,
"0.000094286","6","44","53745","9101","True",,,
"0.000212376","6","44","53745","1038","True",,,
"0.000028925","6","44","53745","5718","True",,,
"0.000190701","6","44","53745","20000","True",,,
"0.000127623","6","44","53745","3871","True",,,
"0.000297208","6","44","53745","2525","True",,,
"0.000017099","6","44","53745","32781","True",,,
"0.000190098","6","44","53745","5101","True",,,
"0.000025854","6","44","53745","49400","True",,,
"0.000109235","6","44","53745","1688","True",,,
"0.000085268","6","44","53745","27000","True",,,
"0.000099471","6","44","53745","1122","True",,,
"0.000016110","6","44","53745","84","True",,,
"0.000121364","6","44","53745","2608","True",,,
"0.000014727","6","44","53745","3077","True",,,
"0.000154236","6","44","53745","8007","True",,,
"0.000015729","6","44","53745","1028","True",,,
"0.004712795","6","44","53745","1074","True",,,
"0.000044156","6","44","53745","23502","True",,,
"0.000810346","6","44","53745","49158","True",,,
"0.000020942","6","44","53745","10566","True",,,
"0.000099367","6","44","53745","3031","True",,,
"0.000014170","6","44","53745","27353","True",,,
"0.000089911","6","44","53745","3971","True",,,
"0.000015432","6","44","53745","9010","True",,,
"0.000095011","6","44","53745","20005","True",,,
"0.004971649","6","40","7676","53745","False",,,
"0.000206535","6","40","687","53745","False",,,
"0.000677801","6","40","9040","53745","False",,,
"0.001335427","6","40","13","53745","False",,,
"0.001134049","6","40","6129","53745","False",,,
"0.002304447","6","40","4443","53745","False",,,
"0.002020721","6","40","20221","53745","False",,,
"0.000000999","6","40","9900","53745","False",,,
"0.000000171","6","40","1130","53745","False",,,
"0.000000173","6","40","3878","53745","False",,,
"0.000000174","6","40","1083","53745","False",,,
"0.000000169","6","40","2602","53745","False",,,
"0.000000177","6","40","1417","53745","False",,,
"0.000000170","6","40","1301","53745","False",,,
"0.001937312","6","40","9998","53745","False",,,
"0.000001061","6","40","5500","53745","False",,,
"0.000000163","6","40","50800","53745","False",,,
"0.000000169","6","40","51493","53745","False",,,
"0.000000172","6","40","1863","53745","False",,,
"0.000000163","6","40","1521","53745","False",,,
"0.000000172","6","40","5810","53745","False",,,
"0.000000167","6","40","14441","53745","False",,,
"0.000085650","6","40","3905","53745","False",,,
"0.000000239","6","40","6792","53745","False",,,
"0.000000174","6","40","1106","53745","False",,,
"0.000000188","6","40","10629","53745","False",,,
"0.000000186","6","40","5911","53745","False",,,
"0.000000166","6","40","9090","53745","False",,,
"0.000000171","6","40","8292","53745","False",,,
"0.000000171","6","40","888","53745","False",,,
"0.000426111","6","40","56737","53745","False",,,
"0.001071351","6","40","3351","53745","False",,,
"0.000001119","6","40","63331","53745","False",,,
"0.000000178","6","40","9","53745","False",,,
"0.003129511","6","44","53745","1998","True",,,
"0.000064147","6","44","53745","5952","True",,,
"0.000307958","6","44","53745","5801","True",,,
"0.000023320","6","44","53745","340","True",,,
"0.000117157","6","44","53745","8180","True",,,
"0.000015909","6","44","53745","6002","True",,,
"0.000107761","6","44","53745","5902","True",,,
"0.000021412","6","44","53745","5001","True",,,
"0.000124545","6","44","53745","20828","True",,,
"0.000017444","6","44","53745","32","True",,,
"0.000135093","6","44","53745","5999","True",,,
"0.000024921","6","44","53745","9001","True",,,
"0.000100699","6","44","53745","83","True",,,
"0.000020402","6","44","53745","49163","True",,,
"0.000081080","6","44","53745","2366","True",,,
"0.000019889","6","44","53745","7025","True",,,
"0.000078833","6","44","53745","5960","True",,,
"0.000020766","6","44","53745","10002","True",,,
"0.000079620","6","44","53745","50000","True",,,
"0.000019084","6","44","53745","7002","True",,,
"0.000079872","6","44","53745","2251","True",,,
"0.000019394","6","44","53745","6106","True",,,
"0.000095890","6","44","53745","34572","True",,,
"0.000022532","6","44","53745","2399","True",,,
"0.003650101","6","40","1998","53745","False",,,
"0.000001068","6","40","5952","53745","False",,,
"0.000000172","6","40","5801","53745","False",,,
"0.000000178","6","40","340","53745","False",,,
"0.000000175","6","44","8180","53745","True",,,
"0.000000172","6","40","6002","53745","False",,,
"0.000000164","6","40","5902","53745","False",,,
"0.000000166","6","40","5001","53745","False",,,
"0.000202579","6","40","53745","8180","False",,,
"0.000075774","6","40","20828","53745","False",,,
"0.000000282","6","40","32","53745","False",,,
"0.000000166","6","40","5999","53745","False",,,
"0.000000169","6","40","9001","53745","False",,,
"0.000000171","6","40","83","53745","False",,,
"0.000000165","6","40","49163","53745","False",,,
"0.000000163","6","40","2366","53745","False",,,
"0.000000171","6","40","7025","53745","False",,,
"0.000034362","6","40","5960","53745","False",,,
"0.000000337","6","40","10002","53745","False",,,
"0.000000176","6","40","50000","53745","False",,,
"0.000000178","6","40","7002","53745","False",,,
"0.000000179","6","40","2251","53745","False",,,
"0.000000166","6","40","6106","53745","False",,,
"0.000000164","6","40","34572","53745","False",,,
"0.000000162","6","40","2399","53745","False",,,
"0.002081186","6","44","53745","1174","True",,,
"0.000155253","6","44","53745","50389","True",,,
"0.003783109","6","40","1174","53745","False",,,
"0.000001252","6","40","50389","53745","False",,,
"0.000308994","6","44","53745","2000","True",,,
"0.000025264","6","44","53745","777","True",,,
"0.001387342","6","40","2000","53745","False",,,
"0.000086127","6","40","777","53745","False",,,
"0.000118023","6","44","53745","6006","True",,,
"0.000020256","6","44","53745","44443","True",,,
"0.000132569","6","44","53745","8222","True",,,
"0.000017461","6","44","53745","1248","True",,,
"0.000916181","6","40","6006","53745","False",,,
"0.000001563","6","40","44443","53745","False",,,
"0.000000171","6","40","8222","53745","False",,,
"0.000000166","6","40","1248","53745","False",,,
"0.000215471","6","44","53745","16012","True",,,
"0.000024937","6","44","53745","2048","True",,,
"0.001056667","6","40","16012","53745","False",,,
"0.000001116","6","40","2048","53745","False",,,
"0.003231871","6","44","53745","33899","True",,,
"0.000058041","6","44","53745","2160","True",,,
"0.000341491","6","44","53745","3324","True",,,
"0.000018505","6","44","53745","1092","True",,,
"0.000203097","6","44","53745","38292","True",,,
"0.000031534","6","44","53745","44442","True",,,
"0.000072172","6","44","53745","9929","True",,,
"0.000019697","6","44","53745","6000","True",,,
"0.000083446","6","44","53745","3372","True",,,
"0.000223836","6","44","53745","1501","True",,,
"0.000370654","6","40","33899","53745","False",,,
"0.000001032","6","40","2160","53745","False",,,
"0.000000174","6","40","3324","53745","False",,,
"0.000000176","6","40","1092","53745","False",,,
"0.000000171","6","40","38292","53745","False",,,
"0.000000176","6","40","44442","53745","False",,,
"0.000084206","6","40","9929","53745","False",,,
"0.000486814","6","44","6000","53745","True",,,
"0.000000577","6","40","3372","53745","False",,,
"0.000000165","6","40","1501","53745","False",,,
"0.000051844","6","40","53745","6000","False",,,
"0.000029961","6","44","53745","1309","True",,,
"0.000362557","6","44","53745","1152","True",,,
"0.000028680","6","44","53745","8654","True",,,
"0.000202650","6","44","53745","3580","True",,,
"0.000192700","6","40","1309","53745","False",,,
"0.000000443","6","40","1152","53745","False",,,
"0.000052576","6","40","8654","53745","False",,,
"0.000034156","6","44","53745","70","True",,,
"0.000104427","6","44","53745","497","True",,,
"0.000016748","6","44","53745","2875","True",,,
"0.000105986","6","44","53745","6789","True",,,
"0.000016838","6","44","53745","2179","True",,,
"0.000103999","6","44","53745","49156","True",,,
"0.000018716","6","44","53745","3889","True",,,
"0.000108779","6","40","3580","53745","False",,,
"0.000000401","6","40","70","53745","False",,,
"0.000043001","6","44","53745","1984","True",,,
"0.000016464","6","44","53745","13722","True",,,
"0.000131274","6","40","497","53745","False",,,
"0.000000333","6","40","2875","53745","False",,,
"0.000041875","6","44","53745","27715","True",,,
"0.000017499","6","44","53745","5298","True",,,
"0.000097638","6","40","6789","53745","False",,,
"0.000000348","6","40","2179","53745","False",,,
"0.000037381","6","44","53745","1009","True",,,
"0.000016797","6","44","53745","49165","True",,,
"0.000090890","6","44","53745","3703","True",,,
"0.000020350","6","44","53745","1062","True",,,
"0.000098750","6","44","53745","2301","True",,,
"0.000018015","6","44","53745","212","True",,,
"0.000109270","6","44","53745","30951","True",,,
"0.000025557","6","44","53745","8093","True",,,
"0.000085476","6","44","53745","2190","True",,,
"0.000063077","6","44","53745","2492","True",,,
"0.000453029","6","40","49156","53745","False",,,
"0.000000459","6","40","3889","53745","False",,,
"0.000000174","6","40","1984","53745","False",,,
"0.000000169","6","40","13722","53745","False",,,
"0.000000171","6","40","27715","53745","False",,,
"0.000000175","6","40","5298","53745","False",,,
"0.000000159","6","40","1009","53745","False",,,
"0.000000172","6","40","49165","53745","False",,,
"0.000047800","6","40","3703","53745","False",,,
"0.000000204","6","40","1062","53745","False",,,
"0.000297434","6","40","2301","53745","False",,,
"0.000000430","6","40","212","53745","False",,,
"0.000732042","6","40","30951","53745","False",,,
"0.000001096","6","40","8093","53745","False",,,
"0.000000163","6","40","2190","53745","False",,,
"0.000000163","6","40","2492","53745","False",,,
"0.006166819","6","44","53745","306","True",,,
"0.000152130","6","44","53745","3801","True",,,
"0.000152435","6","44","53745","3546","True",,,
"0.000015038","6","44","53745","5998","True",,,
"0.000097435","6","44","53745","2099","True",,,
"0.000015065","6","44","53745","5200","True",,,
"0.000138639","6","44","53745","5050","True",,,
"0.000034864","6","44","53745","2126","True",,,
"0.000103402","6","44","53745","55555","True",,,
"0.000014608","6","44","53745","2008","True",,,
"0.000102909","6","44","53745","8193","True",,,
"0.000014739","6","44","53745","1053","True",,,
"0.000779826","6","44","53745","31337","True",,,
"0.000046055","6","44","53745","8600","True",,,
"0.000240859","6","44","53745","5850","True",,,
"0.000026796","6","44","53745","19","True",,,
"0.000336597","6","40","306","53745","False",,,
"0.000000747","6","40","3801","53745","False",,,
"0.000089981","6","44","53745","50300","True",,,
"0.000019626","6","44","53745","2046","True",,,
"0.000301870","6","40","3546","53745","False",,,
"0.000000413","6","40","5998","53745","False",,,
"0.000000161","6","40","2099","53745","False",,,
"0.000000169","6","40","5200","53745","False",,,
"0.000048417","6","40","5050","53745","False",,,
"0.000000221","6","40","2126","53745","False",,,
"0.000000178","6","40","55555","53745","False",,,
"0.000049503","6","44","53745","52822","True",,,
"0.000047744","6","44","53745","15000","True",,,
"0.000096871","6","44","53745","52869","True",,,
"0.000021861","6","44","53745","1078","True",,,
"0.000072980","6","44","53745","1244","True",,,
"0.000068053","6","44","53745","280","True",,,
"0.000135364","6","40","2008","53745","False",,,
"0.000000475","6","40","8193","53745","False",,,
"0.000000169","6","40","1053","53745","False",,,
"0.000000175","6","40","31337","53745","False",,,
"0.000000170","6","40","8600","53745","False",,,
"0.000052660","6","40","5850","53745","False",,,
"0.000000234","6","40","19","53745","False",,,
"0.000000193","6","40","50300","53745","False",,,
"0.000000182","6","40","2046","53745","False",,,
"0.000000171","6","40","52822","53745","False",,,
"0.000000170","6","40","15000","53745","False",,,
"0.000045524","6","44","53745","9595","True",,,
"0.000015337","6","44","53745","1352","True",,,
"0.000121505","6","44","53745","16001","True",,,
"0.000018501","6","44","53745","32768","True",,,
"0.000159180","6","44","53745","2500","True",,,
"0.000017677","6","44","53745","3168","True",,,
"0.000107404","6","44","53745","1084","True",,,
"0.000017281","6","44","53745","3371","True",,,
"0.000102456","6","44","53745","1443","True",,,
"0.000017232","6","44","53745","5280","True",,,
"0.000106365","6","44","53745","19801","True",,,
"0.001190911","6","40","52869","53745","False",,,
"0.000001391","6","40","1078","53745","False",,,
"0.000000168","6","40","1244","53745","False",,,
"0.000000167","6","40","280","53745","False",,,
"0.000000168","6","40","9595","53745","False",,,
"0.000000169","6","40","1352","53745","False",,,
"0.000000171","6","40","16001","53745","False",,,
"0.002570280","6","40","32768","53745","False",,,
"0.000001534","6","40","2500","53745","False",,,
"0.000000169","6","40","3168","53745","False",,,
"0.000000168","6","40","1084","53745","False",,,
"0.000000171","6","40","3371","53745","False",,,
"0.000000169","6","40","1443","53745","False",,,
"0.000000165","6","40","5280","53745","False",,,
"0.003625773","6","44","53745","5901","True",,,
"0.000070683","6","44","53745","5405","True",,,
"0.000473585","6","40","19801","53745","False",,,
"0.000210310","6","44","53745","7402","True",,,
"0.000024372","6","44","53745","1311","True",,,
"0.000167782","6","44","53745","9080","True",,,
"0.000015445","6","44","53745","901","True",,,
"0.000106797","6","44","53745","119","True",,,
"0.000021945","6","44","53745","8899","True",,,
"0.000160806","6","44","53745","3690","True",,,
"0.000016944","6","44","53745","7001","True",,,
"0.000141243","6","44","53745","6788","True",,,
"0.000016028","6","44","53745","3268","True",,,
"0.000105478","6","44","53745","3527","True",,,
"0.000017180","6","44","53745","5859","True",,,
"0.000154589","6","44","53745","1875","True",,,
"0.000024127","6","44","53745","109","True",,,
"0.000110873","6","44","53745","32778","True",,,
"0.000017322","6","44","53745","1999","True",,,
"0.000109066","6","44","53745","9503","True",,,
"0.000016223","6","44","53745","32771","True",,,
"0.000206386","6","44","53745","1056","True",,,
"0.000032784","6","44","53745","2710","True",,,
"0.000361644","6","40","5901","53745","False",,,
"0.000001391","6","40","5405","53745","False",,,
"0.000000174","6","40","7402","53745","False",,,
"0.000000168","6","40","1311","53745","False",,,
"0.000000168","6","40","9080","53745","False",,,
"0.000000177","6","40","901","53745","False",,,
"0.000450777","6","44","53745","27355","True",,,
"0.000254529","6","44","53745","1138","True",,,
"0.000952252","6","44","53745","4111","True",,,
"0.000853998","6","44","53745","7496","True",,,
"0.000734429","6","44","53745","3551","True",,,
"0.000046874","6","44","53745","5061","True",,,
"0.000561578","6","44","53745","1556","True",,,
"0.000049876","6","44","53745","5051","True",,,
"0.000134172","6","44","53745","1216","True",,,
"0.000020633","6","44","53745","9207","True",,,
"0.000096715","6","44","53745","8008","True",,,
"0.000018113","6","44","53745","7019","True",,,
"0.000097800","6","44","53745","5631","True",,,
"0.001260318","6","40","119","53745","False",,,
"0.000001041","6","40","8899","53745","False",,,
"0.000000163","6","40","3690","53745","False",,,
"0.000000167","6","40","7001","53745","False",,,
"0.000000163","6","40","6788","53745","False",,,
"0.000000167","6","40","3268","53745","False",,,
"0.000000165","6","40","3527","53745","False",,,
"0.000000167","6","40","5859","53745","False",,,
"0.000131447","6","40","1875","53745","False",,,
"0.000000442","6","40","109","53745","False",,,
"0.000000191","6","40","32778","53745","False",,,
"0.000000181","6","40","1999","53745","False",,,
"0.000000178","6","40","9503","53745","False",,,
"0.000000171","6","40","32771","53745","False",,,
"0.000000178","6","40","1056","53745","False",,,
"0.000000163","6","40","2710","53745","False",,,
"0.000088009","6","40","27355","53745","False",,,
"0.000000296","6","40","1138","53745","False",,,
"0.000000172","6","40","4111","53745","False",,,
"0.000000175","6","40","7496","53745","False",,,
"0.000000173","6","40","3551","53745","False",,,
"0.000000164","6","40","5061","53745","False",,,
"0.000000166","6","40","1556","53745","False",,,
"0.003179562","6","44","53745","1071","True",,,
"0.000043504","6","44","53745","25735","True",,,
"0.000540865","6","44","53745","1098","True",,,
"0.000029765","6","44","53745","9535","True",,,
"0.000242217","6","44","53745","1455","True",,,
"0.000020417","6","44","53745","1247","True",,,
"0.000162546","6","44","53745","9110","True",,,
"0.000022476","6","44","53745","783","True",,,
"0.001162076","6","44","53745","1717","True",,,
"0.000048754","6","44","53745","5087","True",,,
"0.000238888","6","44","53745","9102","True",,,
"0.000020923","6","44","53745","14238","True",,,
"0.005312280","6","44","53745","8085","True",,,
"0.000037801","6","44","53745","5903","True",,,
"0.000292823","6","44","53745","14000","True",,,
"0.000034041","6","44","53745","49","True",,,
"0.000158606","6","44","53745","3476","True",,,
"0.000021964","6","44","53745","4129","True",,,
"0.000157188","6","44","53745","1037","True",,,
"0.000019397","6","44","53745","21571","True",,,
"0.000514002","6","44","53745","10626","True",,,
"0.000039465","6","44","53745","15003","True",,,
"0.000212115","6","44","53745","9917","True",,,
"0.000023200","6","44","53745","26","True",,,
"0.000150818","6","44","53745","1183","True",,,
"0.000019705","6","44","53745","389","True",,,
"0.000157311","6","44","53745","3128","True",,,
"0.000018566","6","44","53745","5822","True",,,
"0.000147557","6","44","53745","3920","True",,,
"0.000018633","6","44","53745","2003","True",,,
"0.020499591","6","40","5051","53745","False",,,
"0.000051250","6","40","1216","53745","False",,,
"0.000000162","6","40","9207","53745","False",,,
"0.000000178","6","40","8008","53745","False",,,
"0.000000167","6","40","7019","53745","False",,,
"0.000000167","6","40","5631","53745","False",,,
"0.000000176","6","40","1071","53745","False",,,
"0.000000178","6","40","25735","53745","False",,,
"0.000124538","6","40","1098","53745","False",,,
"0.000000359","6","40","9535","53745","False",,,
